id,full description
506.txt,"“Cause of all Causes: Book 1 - ܡܐܡܪܐ ܩܕܡܝܐ ܕܥܠ ܝܕܥܬܐ ܕܫܪܪܐ .” Based upon C. Kayser ed., Das Buch von der Erkenntniss der Wahrheit oder der Ursache aller Ursachen (Leipzig: J.C. Hinrichs’sche Buchhandlung, 1889). Digital Syriac Corpus. Last modified November 30, 2019. https://syriaccorpus.org/506."
507.txt,"“Cause of all Causes: Book 2 - ܡܐܡܪܐ ܕܬܪܝܢ ܕܥܠ ܝܕܥܬܐ ܕܫܪܪܐ.” Based upon C. Kayser ed., Das Buch von der Erkenntniss der Wahrheit oder der Ursache aller Ursachen (Leipzig: J.C. Hinrichs’sche Buchhandlung, 1889). Digital Syriac Corpus. Last modified November 30, 2019. https://syriaccorpus.org/507."
508.txt,"“Cause of all Causes: Book 3 - ܡܐܡܪܐ ܕܬܠܬܐ ܕܥܠ ܝܼܕܥܬܐ ܕܫܪܪܐ.” Based upon C. Kayser ed., Das Buch von der Erkenntniss der Wahrheit oder der Ursache aller Ursachen (Leipzig: J.C. Hinrichs’sche Buchhandlung, 1889). Digital Syriac Corpus. Last modified November 30, 2019. https://syriaccorpus.org/508."
509.txt,"“Cause of all Causes: Book 4 - ܡܐܡܪܐ ܕܐܪܒܥܐ ܕܥܠ ܝܼܕܥܬܐ ܕܫܪܪܐ.” Based upon C. Kayser ed., Das Buch von der Erkenntniss der Wahrheit oder der Ursache aller Ursachen (Leipzig: J.C. Hinrichs’sche Buchhandlung, 1889). Digital Syriac Corpus. Last modified November 30, 2019. https://syriaccorpus.org/509."
510.txt,"“Cause of all Causes: Book 5 - ܡܐܡܪܐ ܕܚܿܡܫܐ ܥܠ ܬܘܼܩܢܐ ܕܥܿܠܡܐ.” Based upon C. Kayser ed., Das Buch von der Erkenntniss der Wahrheit oder der Ursache aller Ursachen (Leipzig: J.C. Hinrichs’sche Buchhandlung, 1889). Digital Syriac Corpus. Last modified November 30, 2019. https://syriaccorpus.org/510."
511.txt,"“Cause of all Causes: Book 6 - ܡܐܡܪܐ ܕܫܬܐ ܥܠ ܗܿܠܝܢ ܕܬܚܝܼܬ ܡܘܙܠܬܐ.” Based upon C. Kayser ed., Das Buch von der Erkenntniss der Wahrheit oder der Ursache aller Ursachen (Leipzig: J.C. Hinrichs’sche Buchhandlung, 1889). Digital Syriac Corpus. Last modified November 30, 2019. https://syriaccorpus.org/511."
512.txt,"“Cause of all Causes: Book 7 - ܡܐܡܪܐ ܕܫܒܥ ܕܥܠ ܝܕܥܬܐ ܕܫܪܪܐ.” Based upon C. Kayser ed., Das Buch von der Erkenntniss der Wahrheit oder der Ursache aller Ursachen (Leipzig: J.C. Hinrichs’sche Buchhandlung, 1889). Digital Syriac Corpus. Last modified November 30, 2019. https://syriaccorpus.org/512."
513.txt,"Simeon of Beth Arsham. “Letter of Simeon of Beth Arsham concerning Barsawma - ܐܓܪܬܐ ܕܛܘܒܢܐ ܡܪܝ ܫܡܥܘܢ ܐܦܝܣܩܘܦܐ ܕܒܝܬ ܪܫܡ ܕܟܬܒ ܡܛܠ ܒܪܨܘܡܐ .” Based upon Josephus Simonius Assemani, Bibliotheca Orientalis Clementino-Vaticana (Rome: Sacrae Congregationis de Propaganda Fide, 1719-1728). Digital Syriac Corpus. Last modified December 1, 2019. https://syriaccorpus.org/513."
514.txt,"Thomas of Edessa. “On the Birth of the Lord Jesus Christ - ܥܠܬܐ ܕܝܠܕܗ ܕܡܪܢ ܡܫܝܚܐ ܕܒܒܣܪ.” Based upon Simon Joseph Carr, Thomae Edesseni Tractatus de nativitate Domini Nostri Christi (Rome: Typis R. Academiae Lynceorum, 1898). Digital Syriac Corpus. Last modified December 1, 2019. https://syriaccorpus.org/514."
515.txt,"Barlaha. “Letter from Barlaha to Simeon on the Translation of the Psalms - ܐܓܪܬܐ ܡܚܦܛܢܝܬܐ ܕܦܘܫܩܗ ܕܟܬܒܐ ܗܢܐ ܕܐܝܬܘܗܝ ܦܘܫܩܐ ܕܡܙܡܘܪ̈ܐ ܕܡܢ ܠܫܢܐ ܝܘܢܝܐ ܠܠܫܢܐ ܣܘܪܝܝܐ.” Based upon Vat. Syr. 135. Digital Syriac Corpus. Last modified December 2, 2019. https://syriaccorpus.org/515."
516.txt,"Barlaha. “Letter from Simeon of Mart Maryam in Response to Barlaha - ܐܓܪܬܐ ܥܢܝܢܐ ܕܝܠܗܿ ܕܐܓܪܬܐ ܗܕܐ ܕܡܢ ܡܪܝ ܒܪܠܗܐ .” Based upon Vat. Syr. 135. Digital Syriac Corpus. Last modified December 2, 2019. https://syriaccorpus.org/516."
517.txt,"“Chronicle of Zuqnin, Part 1.” Based upon Jean Baptiste Chabot ed., Chronicon Pseudo-Dionysianum vulgo dictum: [pars] I (Louvainn.d.). Digital Syriac Corpus. Last modified December 1, 2019. https://syriaccorpus.org/517."
518.txt,"“Chronicle of Zuqnin, Part 2.” Based upon Jean Baptiste Chabot ed., Chronicon Pseudo-Dionysianum vulgo dictum: [pars] I (Louvainn.d.). Digital Syriac Corpus. Last modified December 1, 2019. https://syriaccorpus.org/518."
519.txt,"“Chronicle of Zuqnin, Part 3.” Based upon Jean Baptiste Chabot ed., Chronicon Pseudo-Dionysianum vulgo dictum: [pars] I (Louvainn.d.). Digital Syriac Corpus. Last modified December 1, 2019. https://syriaccorpus.org/519."
520.txt,"“Chronicle of Zuqnin, Part 4.” Based upon Jean Baptiste Chabot ed., Chronicon Pseudo-Dionysianum vulgo dictum: [pars] I (Louvainn.d.). Digital Syriac Corpus. Last modified December 1, 2019. https://syriaccorpus.org/520."
521.txt,"John Rufus. “Life of Peter the Iberian - ܬܫܥܝܬܐ ܕܕܘܒܪ̈ܘܗܝ ܕܩܕܝܫܐ ܦܛܪܘܣ ܐܝܒܪܝܐ.” Based upon Richard Raabe, Petrus der Iberer: ein Charakterbild zur Kirchen und Sittengeschichte des fünften Jahrhunderts: syrische Übersetzung einer um das Jahr 500 verfassten griechischen Biographie (Leipzig: J.C. Hinrichs, 1895). Digital Syriac Corpus. Last modified December 3, 2019. https://syriaccorpus.org/521."
522.txt,"John Rufus. “Plerophoriae - ܦܠܝܪ̈ܦܘܪܝܣ ܐܘܟܝܬ ܣܗ̈ܕܘܬܐ ܘܓܠܝ̈ܢܐ ܕܗܘܘ ܡܢ ܐܠܗܐ ܠܘܬ ܩܕܝ̈ܫܐ.” Based upon Françoise Nau, Jean Rufus, Évêque de Maïouma: Plérophories (Paris: Firmin-Didot, 1911). Digital Syriac Corpus. Last modified December 3, 2019. https://syriaccorpus.org/522."
523.txt,"“Testament of Adam - ܕܝܬܩܐ ܕܐܒܘܢ ܐܕܡ.” Based upon Michael Kmosko, Testamentum patris nostri Adam (Paris: Firmin-Didot, 1907). Digital Syriac Corpus. Last modified December 3, 2019. https://syriaccorpus.org/523."
524.txt,"“Disputation between the Apostle Peter and Nero - ܕܕܫܐ ܕܡܪܝ ܦܛܪܘܣ ܘܕܢܐܪܘܢ ܡܠܟܐ.” Based upon Paul Bedjan ed., Acta martyrum et sanctorum (Parisiis; Lipsiae: Harrasssowitz, 1890). Digital Syriac Corpus. Last modified December 4, 2019. https://syriaccorpus.org/524."
525.txt,"Ambrose (Ps.-Justin Martyr). “Hypomnemata: Against the Greeks - ܗܘܦܡܢܡܛܐ.” Based upon William Cureton ed., Spicilegium Syriacum (London: Rivington, 1855). Digital Syriac Corpus. Last modified December 4, 2019. https://syriaccorpus.org/525."
526.txt,"“Julian Romance - ܬܫܥܝ̈ܬܐ ܕܡ̈ܠܟܐ ܕܪܘܡܢܝܐ.” Based upon Georg Hoffmann, Julianos der Abtruennige, syrische Erzaehlungen (Leiden, 1880). Digital Syriac Corpus. Last modified December 5, 2019. https://syriaccorpus.org/526."
527.txt,"Ephrem the Syrian. “First Discourse to Hypatius - ܡܺܐܡܪܳܐ ܩܰܕܡܳܝܳܐ ܕܠܽܘܩܒܰܠ ܝܽܘܠܦܳܢ̈ܶܐ ܢܟ̈ܺܝܠܶܐ.” Based upon Julian Joseph Overbeck ed., S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque Opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus (Oxonii [Oxford]: Clarendoniano, 1865). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/527."
528.txt,"Ephrem the Syrian. “Second Discourse to Hypatius - ܡܺܐܡܪܳܐ ܕܰܬܪܶܝܢ ܕܠܽܘܩܒܰܠ ܝܽܘܠܦܳܢ̈ܶܐ ܢܟ̈ܺܝܠܶܐ.” Based upon C. W. Mitchell ed., S. Ephraim's prose refutations of Mani, Marcion, and Bardaisan. Vol. 1: The Discourses Addressed to Hypatius (London: Williams and Norgate, 1912). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/528."
529.txt,"Ephrem the Syrian. “Third Discourse to Hypatius - ܡܺܐܡܪܳܐ ܕܰܬܠܳܬܳܐ ܕܠܽܘܩܒܰܠ ܝܽܘܠܦܳܢ̈ܶܐ ܢܟ̈ܺܝܠܶܐ.” Based upon C. W. Mitchell ed., S. Ephraim's prose refutations of Mani, Marcion, and Bardaisan. Vol. 1: The Discourses Addressed to Hypatius (London: Williams and Norgate, 1912). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/529."
530.txt,"Ephrem the Syrian. “Fourth Discourse to Hypatius - ܡܺܐܡܪܳܐ ܕܰܐܪܒܥܳܐ ܕܠܽܘܩܒܰܠ ܝܽܘܠܦܳܢ̈ܶܐ ܢܟ̈ܺܝܠܶܐ.” Based upon C. W. Mitchell ed., S. Ephraim's prose refutations of Mani, Marcion, and Bardaisan. Vol. 1: The Discourses Addressed to Hypatius (London: Williams and Norgate, 1912). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/530."
531.txt,"Ephrem the Syrian. “Fifth Discourse to Hypatius - ܡܺܐܡܪܳܐ ܕܚܰܡܫܳܐ ܕܠܽܘܩܒܰܠ ܝܽܘܠܦܳܢ̈ܶܐ ܢܟ̈ܺܝܠܶܐ.” Based upon C. W. Mitchell ed., S. Ephraim's prose refutations of Mani, Marcion, and Bardaisan. Vol. 1: The Discourses Addressed to Hypatius (London: Williams and Norgate, 1912). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/531."
532.txt,"Ephrem the Syrian. “Against Bardaisan's Domnus - ܡܺܐܡܪܳܐ ܕܡܶܬܩܪܶܐ ܕܕܳܡܢܳܘܣ ܕܰܐܡܺܝܪ ܠܒܰܪܕܶܝܨܳܢ ܠܽܘܩܒܰܠ ܕܒܶܝܬ ܦܠܰܛܳܘܢ .” Based upon C. W. Mitchell ed., S. Ephraim's prose refutations of Mani, Marcion, and Bardaisan. Vol. 2: The Discourse Called 'Of Domnus' and Six Other Writings (London: Williams and Norgate, 1921). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/532."
533.txt,"Ephrem the Syrian. “Against Marcion - ܡܺܐܡܪܳܐ ܕܠܽܘܩܒܰܠ ܡܰܪܩܝܽܘܢ.” Based upon C. W. Mitchell ed., S. Ephraim's prose refutations of Mani, Marcion, and Bardaisan. Vol. 2: The Discourse Called 'Of Domnus' and Six Other Writings (London: Williams and Norgate, 1921). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/533."
534.txt,"Ephrem the Syrian. “Against Bardaisan - ܡܺܐܡܪܳܐ ܕܠܽܘܩܒܰܠ ܒܰܪܕܶܝܨܳܢ.” Based upon C. W. Mitchell ed., S. Ephraim's prose refutations of Mani, Marcion, and Bardaisan. Vol. 2: The Discourse Called 'Of Domnus' and Six Other Writings (London: Williams and Norgate, 1921). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/534."
535.txt,"Ephrem the Syrian. “On Virginity - ܡܺܐܡܪܳܐ ܕܡܳܪܝ̱ ܐܰܦܪܶܝܡ ܕܥܰܠ ܒܬܽܘܠܽܘܬܳܐ.” Based upon C. W. Mitchell ed., S. Ephraim's prose refutations of Mani, Marcion, and Bardaisan. Vol. 2: The Discourse Called 'Of Domnus' and Six Other Writings (London: Williams and Norgate, 1921). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/535."
536.txt,"Ephrem the Syrian. “Against Mani - ܡܺܐܡܪܳܐ ܕܠܽܘܩܒܰܠ ܡܰܢܺܝ.” Based upon C. W. Mitchell ed., S. Ephraim's prose refutations of Mani, Marcion, and Bardaisan. Vol. 2: The Discourse Called 'Of Domnus' and Six Other Writings (London: Williams and Norgate, 1921). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/536."
537.txt,"Gregorius bar Hebraeus. “Metrical Grammar - ܟܬܳܒܳܐ ܕܰܓܪܰܡܰܛܺܝܩܺܝ.” Based upon J. P. P. Martin ed., Oeuvres Grammaticales d’Abou’lfaradj dit Bar Hebraeus. Tome II Conentant la Petit Grammaire en vers de sept syllabes (Paris: Maisonneuve, 1872). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/537."
538.txt,"Gregorius bar Hebraeus. “Treatise of Treatises, Book 1 - ܦܪܓܡܛܝܐ ܩܕܡܝܬܐ.” Based upon ed., Treatise of Treatises. Digital Syriac Corpus. Last modified December 9, 2019. https://syriaccorpus.org/538."
539.txt,"Gregorius bar Hebraeus. “Treatise of Treatises, Book 2 - ܦܪܓܡܛܝܐ ܕܬܪܬܝܢ.” Based upon ed., Treatise of Treatises. Digital Syriac Corpus. Last modified December 9, 2019. https://syriaccorpus.org/539."
540.txt,"Gregorius bar Hebraeus. “Treatise of Treatises, Book 3 - ܦܪܓܡܛܝܐ ܕܬܠܬ.” Based upon ed., Treatise of Treatises. Digital Syriac Corpus. Last modified December 9, 2019. https://syriaccorpus.org/540."
541.txt,"Timothy II. “On the Priesthood - ܥܲܠ ܫܘܼܒܼܚܵܗ̇ ܕܟܼܵܗܢܘܼܬܐ.” Based upon Vat. Syr. 151. Digital Syriac Corpus. Last modified December 9, 2019. https://syriaccorpus.org/541."
542.txt,"Timothy II. “On the Consecration of the Church - ܡܛܠ ܩܘܼܕܵܫ ܥܕܬܐ .” Based upon Vat. Syr. 151. Digital Syriac Corpus. Last modified December 9, 2019. https://syriaccorpus.org/542."
543.txt,"Timothy II. “On Baptism - ܡܛܠ ܫܘܼܡܠܝܐ ܕܒܝܕ ܥܡܵܕܐ ܩܕܝܫܐ.” Based upon Vat. Syr. 151. Digital Syriac Corpus. Last modified December 9, 2019. https://syriaccorpus.org/543."
544.txt,"Timothy II. “On the Eucharist.” Based upon Vat. Syr. 151. Digital Syriac Corpus. Last modified December 9, 2019. https://syriaccorpus.org/544."
545.txt,"Timothy II. “On the Monastic Profession - ܡܛܠ ܫܘܼܡܠܝ ܡܢ̈ܝܼܚܢܐ.” Based upon Vat. Syr. 151. Digital Syriac Corpus. Last modified December 9, 2019. https://syriaccorpus.org/545."
546.txt,"Timothy II. “On Funeral Rites - ܡܛܠ ܐܲܝܕܿܐ ܕܡܸܫܬܲܡܠܝܐ.” Based upon Vat. Syr. 151. Digital Syriac Corpus. Last modified December 9, 2019. https://syriaccorpus.org/546."
547.txt,"Timothy II. “On Betrothal and Marriage Rites - ܡܛܠ ܗܿܝ ܕܐܪܙܐ ܕܡܟܼܘܼܪܝܐ ܘܫܘܡܠܝܗ.” Based upon Vat. Syr. 151. Digital Syriac Corpus. Last modified December 9, 2019. https://syriaccorpus.org/547."
548.txt,"Eusebius of Caesarea. “Theophania - ܥܠ ܕܢܚܐ ܐܠܗܝܐ.” Based upon Samuel Lee ed., Eusebius Bishop of Caesarea, On the Theophania or Divine Manifestation of Our Lord and Saviour Jesus Christ (London: Society for the Publication of Oriental Texts, 1842). Digital Syriac Corpus. Last modified December 7, 2019. https://syriaccorpus.org/548."
549.txt,"Ephrem the Syrian. “Nativity 1.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/549."
550.txt,"Ephrem the Syrian. “Nativity 2.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/550."
551.txt,"Ephrem the Syrian. “Nativity 3.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/551."
552.txt,"Ephrem the Syrian. “Nativity 4.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/552."
553.txt,"Ephrem the Syrian. “Nativity 5.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/553."
554.txt,"Ephrem the Syrian. “Nativity 6.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/554."
555.txt,"Ephrem the Syrian. “Nativity 7.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/555."
556.txt,"Ephrem the Syrian. “Nativity 8.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/556."
557.txt,"Ephrem the Syrian. “Nativity 9.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/557."
558.txt,"Ephrem the Syrian. “Nativity 10.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/558."
559.txt,"Ephrem the Syrian. “Nativity 11.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/559."
560.txt,"Ephrem the Syrian. “Nativity 12.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/560."
561.txt,"Ephrem the Syrian. “Nativity 13.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/561."
562.txt,"Ephrem the Syrian. “Nativity 14.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/562."
563.txt,"Ephrem the Syrian. “Nativity 15.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/563."
564.txt,"Ephrem the Syrian. “Nativity 16.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/564."
565.txt,"Ephrem the Syrian. “Nativity 17.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/565."
566.txt,"Ephrem the Syrian. “Nativity 18.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/566."
567.txt,"Ephrem the Syrian. “Nativity 19.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/567."
568.txt,"Ephrem the Syrian. “Nativity 20.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/568."
569.txt,"Ephrem the Syrian. “Nativity 21.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/569."
570.txt,"Ephrem the Syrian. “Nativity 22.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/570."
571.txt,"Ephrem the Syrian. “Nativity 23.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/571."
572.txt,"Ephrem the Syrian. “Nativity 24.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/572."
573.txt,"Ephrem the Syrian. “Nativity 25.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/573."
574.txt,"Ephrem the Syrian. “Nativity 26.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/574."
575.txt,"Ephrem the Syrian. “Nativity 27.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/575."
576.txt,"Ephrem the Syrian. “Nativity 28.” Based upon Edmund Beck ed., "Des heiligen Ephraem des Syrers Hymnen De Nativitate (Epiphania).". Digital Syriac Corpus. Last modified December 17, 2019. https://syriaccorpus.org/576."
577.txt,"“History of Mar Qardagh - ܬܫܥܝܬܐ ܕܢܨܢܝܢܘ̈ܗܝ ܕܡܪܝ ܩܪܕܓ ܤܗܕܐ ܢܨܝܥܢܐ.” Based upon Paul Bedjan ed., Acta martyrum et sanctorum (Parisiis; Lipsiae: Harrasssowitz, 1890). Digital Syriac Corpus. Last modified January 13, 2020. https://syriaccorpus.org/577."
